"Term","Frequency","Correlation"
"kanestio",1,-0.0990459065130882
"loser",1,-0.0990459065130882
"majti",1,-0.0990459065130882
"master",1,-0.0990459065130882
"match",1,-0.0990459065130882
"mediat",1,-0.0990459065130882
"medit",1,-0.0990459065130882
"mentionedth",1,-0.0990459065130882
"meynominey",1,-0.0990459065130882
"miami",1,-0.0990459065130882
"michilimacinac",1,-0.0990459065130882
"michilimainac",1,-0.0990459065130882
"midst",1,-0.0990459065130882
"monopoli",1,-0.0990459065130882
"motiv",1,-0.0990459065130882
"negro",1,-0.0990459065130882
"neighbourhood",1,-0.0990459065130882
"notwithstand",1,-0.0990459065130882
"obstin",1,-0.0990459065130882
"offenc",1,-0.0990459065130882
"onnusseraqueta",1,-0.0990459065130882
"oppos",1,-0.0990459065130882
"oswego",1,-0.0990459065130882
"pacquet",1,-0.0990459065130882
"pani",1,-0.0990459065130882
"pardon",1,-0.0990459065130882
"passag",1,-0.0990459065130882
"plunder",1,-0.0990459065130882
"politician",1,-0.0990459065130882
"pondiac",1,-0.0990459065130882
"pottawatami",1,-0.0990459065130882
"prejud",1,-0.0990459065130882
"profound",1,-0.0990459065130882
"puan",1,-0.0990459065130882
"recours",1,-0.0990459065130882
"reestablish",1,-0.0990459065130882
"remitt",1,-0.0990459065130882
"remonstr",1,-0.0990459065130882
"respectmi",1,-0.0990459065130882
"saki",1,-0.0990459065130882
"schloster",1,-0.0990459065130882
"seneca",1,-0.0990459065130882
"sentiment",1,-0.0990459065130882
"shawanes",1,-0.0990459065130882
"sherlock",1,-0.0990459065130882
"solicit",1,-0.0990459065130882
"sooner",1,-0.0990459065130882
"souwarraghijojiana",1,-0.0990459065130882
"spread",1,-0.0990459065130882
"stabil",1,-0.0990459065130882
"staid",1,-0.0990459065130882
"stop",1,-0.0990459065130882
"stori",1,-0.0990459065130882
"surpris",1,-0.0990459065130882
"susquehana",1,-0.0990459065130882
"tho",1,-0.0990459065130882
"tranquil",1,-0.0990459065130882
"transmittedand",1,-0.0990459065130882
"treacheri",1,-0.0990459065130882
"utter",1,-0.0990459065130882
"woodi",1,-0.0990459065130882
"boar",2,-0.0992393557300102
"sow",2,-0.0992393557300102
"souther",13,-0.0996189463687509
"begun",3,-0.0996769681086962
"plan",6,-0.0999796119985017
"obedi",4,-0.100075306038097
"misunderstand",5,-0.100308040586625
"preced",3,-0.10071777033171
"greater",4,-0.101056191696129
"caus",19,-0.1011278714688
"howev",13,-0.101232576003941
"survey",13,-0.10139890273805
"depend",5,-0.101409890557885
"green",2,-0.101437594769189
"fox",2,-0.101535795651809
"march",5,-0.101735221694355
"chas",2,-0.10180774102823
"commit",4,-0.102309237087781
"bound",23,-0.102309258856887
"complet",8,-0.102367526486792
"conform",7,-0.102726045200604
"rocki",3,-0.102747600338408
"anno",2,-0.102766270714199
"seul",2,-0.104209771293777
"sought",2,-0.104272996295603
"case",14,-0.104628386930273
"sea",4,-0.104722946717561
"half",10,-0.104787857035139
"height",7,-0.104895890703281
"print",3,-0.105125570325334
"cloth",11,-0.105613937453066
"central",2,-0.1058055917028
"tool",5,-0.106161221262072
"eastward",6,-0.106181599080552
"assort",2,-0.106242475549839
"remain",11,-0.106300407868643
"paper",2,-0.106467923398726
"satisfactori",2,-0.106578092999594
"unced",2,-0.106909470821931
"width",2,-0.106909470821931
"cover",10,-0.106942076369165
"afraid",1,-0.107266522848502
"anthoni",1,-0.107266522848502
"apt",1,-0.107266522848502
"artilleri",1,-0.107266522848502
"aylmer",1,-0.107266522848502
"breynat",1,-0.107266522848502
"bruce",1,-0.107266522848502
"calm",1,-0.107266522848502
"choos",1,-0.107266522848502
"clerk",1,-0.107266522848502
"coppermin",1,-0.107266522848502
"exempt",1,-0.107266522848502
"fitzgerald",1,-0.107266522848502
"gras",1,-0.107266522848502
"hare",1,-0.107266522848502
"headquart",1,-0.107266522848502
"heightofland",1,-0.107266522848502
"hereinabov",1,-0.107266522848502
"inaccess",1,-0.107266522848502
"largest",1,-0.107266522848502
"let",1,-0.107266522848502
"loucheux",1,-0.107266522848502
"mcpherson",1,-0.107266522848502
"moisan",1,-0.107266522848502
"norman",1,-0.107266522848502
"nwt",1,-0.107266522848502
"omi",1,-0.107266522848502
"prior",1,-0.107266522848502
"regret",1,-0.107266522848502
"schooner",1,-0.107266522848502
"smallpox",1,-0.107266522848502
"someon",1,-0.107266522848502
"stormbound",1,-0.107266522848502
"untru",1,-0.107266522848502
"willow",1,-0.107266522848502
"wrigley",1,-0.107266522848502
"yukon",1,-0.107266522848502
"arctic",1,-0.107266522848502
"conroy",1,-0.107266522848502
"houseboat",1,-0.107266522848502
"liard",1,-0.107266522848502
"crime",2,-0.107609070157795
"misdemeanour",2,-0.107609070157795
"pain",2,-0.107609070157795
"root",4,-0.107672324070522
"expend",4,-0.107711885811351
"contribut",2,-0.10774594487511
"guard",2,-0.108553608369916
"utmost",4,-0.108755633628339
"elsewher",8,-0.108882413777521
"bird",2,-0.109030926210693
"harri",2,-0.109202015402878
"firm",2,-0.109431635032181
"higher",2,-0.109431635032181
"represent",2,-0.109431635032181
"peter",2,-0.109956561854136
"pledg",2,-0.109956561854136
"prison",3,-0.110084392357814
"presenc",26,-0.110251259980253
"nos",5,-0.110297263675145
"privat",5,-0.110417075744762
"quantiti",5,-0.111680746430256
"hostil",2,-0.112758300905648
"jame",10,-0.112771454909362
"establish",8,-0.112825951605217
"life",4,-0.113007732827121
"behind",2,-0.113234060496276
"royal",6,-0.113411483558271
"desert",2,-0.113838309810691
"mcdonald",2,-0.113908955874649
"servant",4,-0.11407523462438
"american",2,-0.11423776498587
"find",7,-0.114334765727658
"act",16,-0.114559904822584
"attempt",3,-0.114742089240758
"swan",3,-0.114790627722421
"septemb",17,-0.11519329080072
"divis",7,-0.11534336912321
"abil",2,-0.115507591715854
"sit",2,-0.115507591715854
"walk",2,-0.115507591715854
"southern",8,-0.115925048308587
"garri",3,-0.116274464773546
"eighteenth",4,-0.116318821985778
"plain",4,-0.116835459410794
"mackenzi",2,-0.116964956256196
"design",8,-0.117087014826252
"applic",6,-0.117233487664747
"seventynin",2,-0.117363137655641
"procur",3,-0.117532474443419
"sixtieth",3,-0.11786950954397
"plantat",2,-0.117969124816814
"ocean",2,-0.118022268463453
"henceforth",4,-0.118625969756712
"legisl",3,-0.118795837745449
"outsid",3,-0.119127212535222
"frontier",3,-0.119209548269879
"special",8,-0.119381794999885
"assiniboin",3,-0.119557406028075
"constant",2,-0.119664273000244
"poor",2,-0.119664273000244
"keep",6,-0.119799842656921
"cochran",2,-0.119897369631166
"basi",2,-0.120355374064163
"brought",2,-0.120355374064163
"frenchman",2,-0.120355374064163
"listen",2,-0.120355374064163
"proof",2,-0.120355374064163
"murder",2,-0.120590149836501
"ship",2,-0.120590149836501
"whenc",2,-0.120590149836501
"remov",5,-0.120804989027661
"annum",5,-0.12093872652073
"describ",27,-0.121796832214981
"thereto",22,-0.121798726435962
"apprehend",2,-0.121891591831045
"armi",2,-0.121891591831045
"prejudic",2,-0.121891591831045
"lieut",2,-0.122033692505086
"pleasur",4,-0.122497363369012
"rough",2,-0.123291740230498
"constabl",2,-0.123366168093942
"rae",2,-0.123366168093942
"seventyon",3,-0.123786867370882
"wemyss",3,-0.123786867370882
"birch",2,-0.123963175263169
"lieu",4,-0.124162753549984
"transmit",4,-0.124890256212279
"declar",11,-0.125367205171953
"manitoba",9,-0.125425959870181
"think",5,-0.125525222280463
"addit",9,-0.126709020540571
"stock",2,-0.127165138060877
"blanket",5,-0.127967894332135
"amongst",3,-0.127994358712671
"campbel",2,-0.128334634730616
"per",11,-0.129053431321533
"especi",4,-0.129093029402026
"abound",1,-0.130149694008006
"absurd",1,-0.130149694008006
"accid",1,-0.130149694008006
"adduc",1,-0.130149694008006
"agenc",1,-0.130149694008006
"aliv",1,-0.130149694008006
"amo",1,-0.130149694008006
"archi",1,-0.130149694008006
"arrear",1,-0.130149694008006
"auspic",1,-0.130149694008006
"bald",1,-0.130149694008006
"benard",1,-0.130149694008006
"bonifac",1,-0.130149694008006
"borthwick",1,-0.130149694008006
"brighten",1,-0.130149694008006
"brochet",1,-0.130149694008006
"bronz",1,-0.130149694008006
"bros",1,-0.130149694008006
"campfir",1,-0.130149694008006
"cancel",1,-0.130149694008006
"cataract",1,-0.130149694008006
"chanc",1,-0.130149694008006
"chippewyan",1,-0.130149694008006
"class",1,-0.130149694008006
"combin",1,-0.130149694008006
"complianc",1,-0.130149694008006
"correct",1,-0.130149694008006
"cosi",1,-0.130149694008006
"cure",1,-0.130149694008006
"debar",1,-0.130149694008006
"defer",1,-0.130149694008006
"demarc",1,-0.130149694008006
"deplet",1,-0.130149694008006
"devolv",1,-0.130149694008006
"diem",1,-0.130149694008006
"disabus",1,-0.130149694008006
"door",1,-0.130149694008006
"duck",1,-0.130149694008006
"dwelt",1,-0.130149694008006
"eas",1,-0.130149694008006
"emphas",1,-0.130149694008006
"endur",1,-0.130149694008006
"energi",1,-0.130149694008006
"enthusiasm",1,-0.130149694008006
"escort",1,-0.130149694008006
"eta",1,-0.130149694008006
"evidenc",1,-0.130149694008006
"expediti",1,-0.130149694008006
"extern",1,-0.130149694008006
"extra",1,-0.130149694008006
"face",1,-0.130149694008006
"fire",1,-0.130149694008006
"frere",1,-0.130149694008006
"fring",1,-0.130149694008006
"frozen",1,-0.130149694008006
"golden",1,-0.130149694008006
"guardian",1,-0.130149694008006
"hach",1,-0.130149694008006
"hardship",1,-0.130149694008006
"hayland",1,-0.130149694008006
"heartili",1,-0.130149694008006
"hierarchi",1,-0.130149694008006
"ideal",1,-0.130149694008006
"idem",1,-0.130149694008006
"impos",1,-0.130149694008006
"inclement",1,-0.130149694008006
"inconsist",1,-0.130149694008006
"insist",1,-0.130149694008006
"institut",1,-0.130149694008006
"interview",1,-0.130149694008006
"invidi",1,-0.130149694008006
"inward",1,-0.130149694008006
"jaj",1,-0.130149694008006
"kindest",1,-0.130149694008006
"laflech",1,-0.130149694008006
"lebrecqu",1,-0.130149694008006
"led",1,-0.130149694008006
"loch",1,-0.130149694008006
"materi",1,-0.130149694008006
"mcdermot",1,-0.130149694008006
"mclean",1,-0.130149694008006
"mechan",1,-0.130149694008006
"migrat",1,-0.130149694008006
"moment",1,-0.130149694008006
"monopol",1,-0.130149694008006
"monsieur",1,-0.130149694008006
"monument",1,-0.130149694008006
"nativ",1,-0.130149694008006
"noon",1,-0.130149694008006
"oblat",1,-0.130149694008006
"odd",1,-0.130149694008006
"oner",1,-0.130149694008006
"pascal",1,-0.130149694008006
"pecuniarili",1,-0.130149694008006
"pedley",1,-0.130149694008006
"pleasant",1,-0.130149694008006
"plong",1,-0.130149694008006
"pole",1,-0.130149694008006
"priest",1,-0.130149694008006
"programm",1,-0.130149694008006
"promin",1,-0.130149694008006
"push",1,-0.130149694008006
"rain",1,-0.130149694008006
"readili",1,-0.130149694008006
"reassembl",1,-0.130149694008006
"recess",1,-0.130149694008006
"redeem",1,-0.130149694008006
"rendezv",1,-0.130149694008006
"replac",1,-0.130149694008006
"resourc",1,-0.130149694008006
"rever",1,-0.130149694008006
"rise",1,-0.130149694008006
"row",1,-0.130149694008006
"sacrif",1,-0.130149694008006
"sapplic",1,-0.130149694008006
"selfsupport",1,-0.130149694008006
"senior",1,-0.130149694008006
"shallow",1,-0.130149694008006
"shoal",1,-0.130149694008006
"sister",1,-0.130149694008006
"skil",1,-0.130149694008006
"skill",1,-0.130149694008006
"slow",1,-0.130149694008006
"smoke",1,-0.130149694008006
"sot",1,-0.130149694008006
"soul",1,-0.130149694008006
"souri",1,-0.130149694008006
"splendid",1,-0.130149694008006
"spoken",1,-0.130149694008006
"sport",1,-0.130149694008006
"stanley",1,-0.130149694008006
"storey",1,-0.130149694008006
"stormi",1,-0.130149694008006
"stress",1,-0.130149694008006
"struck",1,-0.130149694008006
"suffic",1,-0.130149694008006
"sympathi",1,-0.130149694008006
"tach",1,-0.130149694008006
"team",1,-0.130149694008006
"tend",1,-0.130149694008006
"though",1,-0.130149694008006
"travers",1,-0.130149694008006
"trend",1,-0.130149694008006
"trespass",1,-0.130149694008006
"tripmen",1,-0.130149694008006
"ultimo",1,-0.130149694008006
"undertaken",1,-0.130149694008006
"undu",1,-0.130149694008006
"untir",1,-0.130149694008006
"untrammel",1,-0.130149694008006
"whilst",1,-0.130149694008006
"won",1,-0.130149694008006
"zest",1,-0.130149694008006
"barren",1,-0.130149694008006
"detain",1,-0.130149694008006
"flat",1,-0.130149694008006
"industri",1,-0.130149694008006
"labour",1,-0.130149694008006
"mistawasi",1,-0.130149694008006
"rong",1,-0.130149694008006
"stockrais",1,-0.130149694008006
"turquetil",1,-0.130149694008006
"lordship",3,-0.13032088463053
"inhabit",26,-0.130338610745712
"hors",2,-0.130348849407792
"regina",2,-0.130348849407792
"middl",4,-0.130739181231212
"junction",5,-0.131453144727697
"ground",15,-0.132172575908612
"trader",3,-0.133170035487509
"har",2,-0.133528943622392
"manner",16,-0.133873031636943
"net",5,-0.134387015414511
"numer",4,-0.135191698949263
"essenti",3,-0.13526412439911
"avoc",5,-0.135399461390261
"smith",3,-0.135627045145851
"buffalo",2,-0.135651351402133
"secretari",3,-0.13589650877905
"hamilton",4,-0.136347400464544
"local",8,-0.136473468888583
"lockhart",2,-0.136812078540763
"acquaint",2,-0.136943171894626
"certif",2,-0.136943171894626
"complaint",2,-0.136943171894626
"cut",2,-0.136943171894626
"destroy",2,-0.136943171894626
"enslav",2,-0.136943171894626
"neighbour",2,-0.136943171894626
"spirit",2,-0.136943171894626
"hope",7,-0.137376277185544
"vast",2,-0.13757349662822
"excel",15,-0.137633570968538
"abandon",3,-0.137771727907578
"entertain",2,-0.137954054692476
"fail",2,-0.137954054692476
"vest",2,-0.137954054692476
"broken",8,-0.137989961899804
"definit",2,-0.13812648208557
"patern",2,-0.13812648208557
"testifi",2,-0.13812648208557
"channel",2,-0.138182164351718
"scrip",2,-0.138186861939981
"current",4,-0.138384066897884
"intern",4,-0.139002140245883
"region",4,-0.139368723958845
"recognit",6,-0.139568347088315
"census",6,-0.140206893210844
"evil",6,-0.140206893210844
"introduc",6,-0.140206893210844
"conced",5,-0.141085537922519
"children",18,-0.141192548349644
"intox",6,-0.14133282782259
"liquor",6,-0.14133282782259
"latitud",5,-0.141429769420261
"must",5,-0.142270562774481
"compar",2,-0.142349751737387
"trip",2,-0.142825924641344
"fix",7,-0.143113518391258
"arriv",6,-0.14318832444536
"certifi",9,-0.14461375406074
"instant",3,-0.14481813479354
"abitibi",1,-0.144926433986347
"abod",1,-0.144926433986347
"absent",1,-0.144926433986347
"absente",1,-0.144926433986347
"abut",1,-0.144926433986347
"accommod",1,-0.144926433986347
"accomplish",1,-0.144926433986347
"acreag",1,-0.144926433986347
"activ",1,-0.144926433986347
"acut",1,-0.144926433986347
"address",1,-0.144926433986347
"adjourn",1,-0.144926433986347
"air",1,-0.144926433986347
"alex",1,-0.144926433986347
"allegi",1,-0.144926433986347
"allig",1,-0.144926433986347
"alon",1,-0.144926433986347
"alter",1,-0.144926433986347
"anchor",1,-0.144926433986347
"anglican",1,-0.144926433986347
"anyth",1,-0.144926433986347
"approach",1,-0.144926433986347
"armstrong",1,-0.144926433986347
"arthur",1,-0.144926433986347
"ascend",1,-0.144926433986347
"asheweig",1,-0.144926433986347
"attawapiskat",1,-0.144926433986347
"austin",1,-0.144926433986347
"avoid",1,-0.144926433986347
"awrey",1,-0.144926433986347
"baggag",1,-0.144926433986347
"bant",1,-0.144926433986347
"barrett",1,-0.144926433986347
"barrier",1,-0.144926433986347
"beauti",1,-0.144926433986347
"beaverston",1,-0.144926433986347
"benj",1,-0.144926433986347
"biscotas",1,-0.144926433986347
"blind",1,-0.144926433986347
"bluff",1,-0.144926433986347
"brethren",1,-0.144926433986347
"brunswick",1,-0.144926433986347
"bulmer",1,-0.144926433986347
"bunt",1,-0.144926433986347
"canoeist",1,-0.144926433986347
"castorum",1,-0.144926433986347
"chap",1,-0.144926433986347
"chapeleau",1,-0.144926433986347
"chapleau",1,-0.144926433986347
"cheena",1,-0.144926433986347
"cheepi",1,-0.144926433986347
"cleanli",1,-0.144926433986347
"coaster",1,-0.144926433986347
"cockram",1,-0.144926433986347
"comment",1,-0.144926433986347
"commodi",1,-0.144926433986347
"communiti",1,-0.144926433986347
"companion",1,-0.144926433986347
"compet",1,-0.144926433986347
"comrad",1,-0.144926433986347
"conquest",1,-0.144926433986347
"conspicu",1,-0.144926433986347
"consumm",1,-0.144926433986347
"content",1,-0.144926433986347
"convers",1,-0.144926433986347
"convert",1,-0.144926433986347
"cooper",1,-0.144926433986347
"copetequayah",1,-0.144926433986347
"cordial",1,-0.144926433986347
"corpor",1,-0.144926433986347
"crew",1,-0.144926433986347
"crowd",1,-0.144926433986347
"currentrunningbothway",1,-0.144926433986347
"dali",1,-0.144926433986347
"danc",1,-0.144926433986347
"daniel",1,-0.144926433986347
"daughter",1,-0.144926433986347
"daylight",1,-0.144926433986347
"deepli",1,-0.144926433986347
"departur",1,-0.144926433986347
"depot",1,-0.144926433986347
"depriv",1,-0.144926433986347
"desol",1,-0.144926433986347
"dialect",1,-0.144926433986347
"dick",1,-0.144926433986347
"dinorw",1,-0.144926433986347
"discourag",1,-0.144926433986347
"discoveri",1,-0.144926433986347
"dozen",1,-0.144926433986347
"drain",1,-0.144926433986347
"drever",1,-0.144926433986347
"drift",1,-0.144926433986347
"drive",1,-0.144926433986347
"duncan",1,-0.144926433986347
"dusk",1,-0.144926433986347
"eabamet",1,-0.144926433986347
"electedmissabay",1,-0.144926433986347
"eloqu",1,-0.144926433986347
"embarrass",1,-0.144926433986347
"emblem",1,-0.144926433986347
"emin",1,-0.144926433986347
"encamp",1,-0.144926433986347
"energet",1,-0.144926433986347
"eqwan",1,-0.144926433986347
"erron",1,-0.144926433986347
"esau",1,-0.144926433986347
"evelyn",1,-0.144926433986347
"everyth",1,-0.144926433986347
"exagger",1,-0.144926433986347
"exalt",1,-0.144926433986347
"exert",1,-0.144926433986347
"extol",1,-0.144926433986347
"facilit",1,-0.144926433986347
"factori",1,-0.144926433986347
"fafard",1,-0.144926433986347
"familiar",1,-0.144926433986347
"fawn",1,-0.144926433986347
"feast",1,-0.144926433986347
"feder",1,-0.144926433986347
"fellow",1,-0.144926433986347
"fiftyfifth",1,-0.144926433986347
"fiftyfourth",1,-0.144926433986347
"fiftythre",1,-0.144926433986347
"financi",1,-0.144926433986347
"firstment",1,-0.144926433986347
"flourish",1,-0.144926433986347
"foreman",1,-0.144926433986347
"forenoon",1,-0.144926433986347
"friday",1,-0.144926433986347
"friendli",1,-0.144926433986347
"frontag",1,-0.144926433986347
"frres",1,-0.144926433986347
"function",1,-0.144926433986347
"generous",1,-0.144926433986347
"geo",1,-0.144926433986347
"gibson",1,-0.144926433986347
"glanc",1,-0.144926433986347
"goldi",1,-0.144926433986347
"goodwin",1,-0.144926433986347
"gordon",1,-0.144926433986347
"gratifi",1,-0.144926433986347
"grey",1,-0.144926433986347
"groundless",1,-0.144926433986347
"guid",1,-0.144926433986347
"haileyburi",1,-0.144926433986347
"halfpast",1,-0.144926433986347
"headwat",1,-0.144926433986347
"heart",1,-0.144926433986347
"heaven",1,-0.144926433986347
"heavi",1,-0.144926433986347
"herbert",1,-0.144926433986347
"heron",1,-0.144926433986347
"hesit",1,-0.144926433986347
"hog",1,-0.144926433986347
"holm",1,-0.144926433986347
"horsepow",1,-0.144926433986347
"hymn",1,-0.144926433986347
"ice",1,-0.144926433986347
"idea",1,-0.144926433986347
"impedi",1,-0.144926433986347
"indetermin",1,-0.144926433986347
"influenti",1,-0.144926433986347
"innenew",1,-0.144926433986347
"instanc",1,-0.144926433986347
"interv",1,-0.144926433986347
"interven",1,-0.144926433986347
"intitul",1,-0.144926433986347
"involv",1,-0.144926433986347
"isaac",1,-0.144926433986347
"iserhoff",1,-0.144926433986347
"ishkaqua",1,-0.144926433986347
"islet",1,-0.144926433986347
"jabez",1,-0.144926433986347
"jesus",1,-0.144926433986347
"job",1,-0.144926433986347
"joe",1,-0.144926433986347
"kaquaquakechewaig",1,-0.144926433986347
"katchang",1,-0.144926433986347
"kenneth",1,-0.144926433986347
"kenogami",1,-0.144926433986347
"kenora",1,-0.144926433986347
"kerebesquashes",1,-0.144926433986347
"kitchesagi",1,-0.144926433986347
"klock",1,-0.144926433986347
"laden",1,-0.144926433986347
"ladi",1,-0.144926433986347
"lagoon",1,-0.144926433986347
"latchford",1,-0.144926433986347
"legal",1,-0.144926433986347
"lien",1,-0.144926433986347
"liskeard",1,-0.144926433986347
"list",1,-0.144926433986347
"litani",1,-0.144926433986347
"lofti",1,-0.144926433986347
"lookedfor",1,-0.144926433986347
"loui",1,-0.144926433986347
"lth",1,-0.144926433986347
"lucrat",1,-0.144926433986347
"luke",1,-0.144926433986347
"macmartin",1,-0.144926433986347
"magnific",1,-0.144926433986347
"mailcarri",1,-0.144926433986347
"mainten",1,-0.144926433986347
"marten",1,-0.144926433986347
"mass",1,-0.144926433986347
"masteri",1,-0.144926433986347
"matachewan",1,-0.144926433986347
"mattagami",1,-0.144926433986347
"mayest",1,-0.144926433986347
"mayn",1,-0.144926433986347
"mccaig",1,-0.144926433986347
"mccool",1,-0.144926433986347
"mckenzi",1,-0.144926433986347
"meindl",1,-0.144926433986347
"mere",1,-0.144926433986347
"metagami",1,-0.144926433986347
"metal",1,-0.144926433986347
"michipicoten",1,-0.144926433986347
"miller",1,-0.144926433986347
"milligan",1,-0.144926433986347
"mingl",1,-0.144926433986347
"ministr",1,-0.144926433986347
"misadventur",1,-0.144926433986347
"misconcept",1,-0.144926433986347
"miss",1,-0.144926433986347
"missabay",1,-0.144926433986347
"missinaibi",1,-0.144926433986347
"montizambert",1,-0.144926433986347
"moonia",1,-0.144926433986347
"moosone",1,-0.144926433986347
"morrow",1,-0.144926433986347
"mowat",1,-0.144926433986347
"nathaniel",1,-0.144926433986347
"newatchkigigswab",1,-0.144926433986347
"newli",1,-0.144926433986347
"ninetyfour",1,-0.144926433986347
"nomin",1,-0.144926433986347
"nourish",1,-0.144926433986347
"nowher",1,-0.144926433986347
"nun",1,-0.144926433986347
"occasion",1,-0.144926433986347
"oclock",1,-0.144926433986347
"ojibeway",1,-0.144926433986347
"older",1,-0.144926433986347
"omakess",1,-0.144926433986347
"onasburg",1,-0.144926433986347
"ooskinegisk",1,-0.144926433986347
"ordinarili",1,-0.144926433986347
"osnaburg",1,-0.144926433986347
"ostama",1,-0.144926433986347
"outlook",1,-0.144926433986347
"outpost",1,-0.144926433986347
"oven",1,-0.144926433986347
"overlook",1,-0.144926433986347
"owner",1,-0.144926433986347
"pacif",1,-0.144926433986347
"page",1,-0.144926433986347
"paragrapha",1,-0.144926433986347
"parkinson",1,-0.144926433986347
"patricia",1,-0.144926433986347
"patterson",1,-0.144926433986347
"paukumjeesenaneseepe",1,-0.144926433986347
"paylist",1,-0.144926433986347
"peculiar",1,-0.144926433986347
"pedlar",1,-0.144926433986347
"peeketay",1,-0.144926433986347
"pelham",1,-0.144926433986347
"penatouch",1,-0.144926433986347
"penetr",1,-0.144926433986347
"perhap",1,-0.144926433986347
"personnel",1,-0.144926433986347
"perth",1,-0.144926433986347
"pic",1,-0.144926433986347
"pin",1,-0.144926433986347
"piti",1,-0.144926433986347
"plot",1,-0.144926433986347
"port",1,-0.144926433986347
"poverti",1,-0.144926433986347
"prayer",1,-0.144926433986347
"precious",1,-0.144926433986347
"presbyteri",1,-0.144926433986347
"procedur",1,-0.144926433986347
"pronounc",1,-0.144926433986347
"proposit",1,-0.144926433986347
"prospect",1,-0.144926433986347
"pupil",1,-0.144926433986347
"qualiti",1,-0.144926433986347
"quarterpast",1,-0.144926433986347
"quatchequan",1,-0.144926433986347
"quick",1,-0.144926433986347
"quinz",1,-0.144926433986347
"quise",1,-0.144926433986347
"quot",1,-0.144926433986347
"rainstorm",1,-0.144926433986347
"ramsden",1,-0.144926433986347
"ranger",1,-0.144926433986347
"recept",1,-0.144926433986347
"rectangl",1,-0.144926433986347
"reli",1,-0.144926433986347
"remark",1,-0.144926433986347
"rememb",1,-0.144926433986347
"remot",1,-0.144926433986347
"result",1,-0.144926433986347
"resum",1,-0.144926433986347
"revenu",1,-0.144926433986347
"righteous",1,-0.144926433986347
"robinsonsuperior",1,-0.144926433986347
"sachigo",1,-0.144926433986347
"sailboat",1,-0.144926433986347
"samuel",1,-0.144926433986347
"sang",1,-0.144926433986347
"seedgrain",1,-0.144926433986347
"seen",1,-0.144926433986347
"seri",1,-0.144926433986347
"severn",1,-0.144926433986347
"seybold",1,-0.144926433986347
"shemeket",1,-0.144926433986347
"sing",1,-0.144926433986347
"sixmil",1,-0.144926433986347
"size",1,-0.144926433986347
"skunk",1,-0.144926433986347
"slight",1,-0.144926433986347
"societi",1,-0.144926433986347
"solitud",1,-0.144926433986347
"someth",1,-0.144926433986347
"somewhat",1,-0.144926433986347
"spend",1,-0.144926433986347
"spoke",1,-0.144926433986347
"spokesman",1,-0.144926433986347
"sportsmen",1,-0.144926433986347
"stake",1,-0.144926433986347
"stalwart",1,-0.144926433986347
"statur",1,-0.144926433986347
"statutori",1,-0.144926433986347
"stay",1,-0.144926433986347
"steamer",1,-0.144926433986347
"straggler",1,-0.144926433986347
"strength",1,-0.144926433986347
"suicid",1,-0.144926433986347
"sunday",1,-0.144926433986347
"swain",1,-0.144926433986347
"swift",1,-0.144926433986347
"syllab",1,-0.144926433986347
"taquahtagama",1,-0.144926433986347
"task",1,-0.144926433986347
"taylor",1,-0.144926433986347
"temagami",1,-0.144926433986347
"tempor",1,-0.144926433986347
"teppais",1,-0.144926433986347
"thick",1,-0.144926433986347
"thou",1,-0.144926433986347
"tide",1,-0.144926433986347
"timiskam",1,-0.144926433986347
"toaccompani",1,-0.144926433986347
"tom",1,-0.144926433986347
"transcontinent",1,-0.144926433986347
"tremayn",1,-0.144926433986347
"trudel",1,-0.144926433986347
"tuesday",1,-0.144926433986347
"unacquaint",1,-0.144926433986347
"uncertainti",1,-0.144926433986347
"unimport",1,-0.144926433986347
"uniqu",1,-0.144926433986347
"unnam",1,-0.144926433986347
"unproduct",1,-0.144926433986347
"unsurvey",1,-0.144926433986347
"util",1,-0.144926433986347
"vanass",1,-0.144926433986347
"vic",1,-0.144926433986347
"vigor",1,-0.144926433986347
"violent",1,-0.144926433986347
"volunt",1,-0.144926433986347
"walter",1,-0.144926433986347
"ward",1,-0.144926433986347
"wast",1,-0.144926433986347
"waterpow",1,-0.144926433986347
"wawaashkung",1,-0.144926433986347
"weak",1,-0.144926433986347
"weigh",1,-0.144926433986347
"weight",1,-0.144926433986347
"wekemow",1,-0.144926433986347
"welcom",1,-0.144926433986347
"wesley",1,-0.144926433986347
"wherein",1,-0.144926433986347
"whitehead",1,-0.144926433986347
"wife",1,-0.144926433986347
"windigo",1,-0.144926433986347
"windstorm",1,-0.144926433986347
"winisk",1,-0.144926433986347
"workshop",1,-0.144926433986347
"world",1,-0.144926433986347
"worthi",1,-0.144926433986347
"wunnumin",1,-0.144926433986347
"yes",1,-0.144926433986347
"yesno",1,-0.144926433986347
"post",13,-0.145109280817116
"foot",6,-0.145427961255415
"origin",9,-0.146098026032942
"satisfact",13,-0.146649192234361
"ceas",3,-0.146750227934382
"domini",2,-0.14718346999337
"sourc",7,-0.147250033089933
"privi",6,-0.147488528585128
"darlington",3,-0.148446540890114
"trent",3,-0.148446540890114
"inform",13,-0.14858198087174
"councillor",8,-0.148774146246818
"enter",16,-0.149183118499201
"interrupt",2,-0.149541285658198
"abid",10,-0.149664907666985
"alberta",2,-0.149746773990993
"dogrib",2,-0.149960822894957
"enact",7,-0.150477557008336
"summer",8,-0.150564633445753
"parent",2,-0.150584229537412
