"Term","Frequency","Correlation"
"ojibewa",3,0.0104869753378082
"end",11,0.0101531651393214
"enjoy",13,0.00986064534167694
"fifteenth",8,0.00955661079024478
"mark",23,0.00945740887590061
"given",25,0.00930378726728283
"rang",4,0.00918734234103058
"hereinaft",23,0.00863650411082325
"robinson",4,0.00853996692500499
"cook",1,0.00756943447819804
"kaqueticum",1,0.00756943447819804
"manitonob",1,0.00756943447819804
"manitonobi",1,0.00756943447819804
"maskigonc",1,0.00756943447819804
"musquaki",1,0.00756943447819804
"penetangueshin",1,0.00756943447819804
"unpurchas",1,0.00756943447819804
"garden",3,0.00674703462991376
"sixti",11,0.00569989756420643
"niagara",6,0.00563010018815279
"sinclair",4,0.00412328304731064
"seventeenth",5,0.00357789757148329
"henri",3,0.00332616083559042
"eagl",5,0.00287250557290455
"preserv",8,0.00244210771293324
"latter",6,0.00203073623276489
"mair",2,0.000841288409812514
"ensu",7,-0.000473086360452234
"understand",4,-0.000834778265210682
"transact",6,-0.000914446875385451
"pike",2,-0.00106612411889426
"rein",2,-0.00106612411889426
"agent",12,-0.00339420393921335
"place",33,-0.00445974074676896
"final",9,-0.00733932598179767
"belong",26,-0.00765545786558416
"move",6,-0.00852868543404241
"hall",3,-0.0089057367504181
"animikinc",1,-0.00903391592809599
"anottowin",1,-0.00903391592809599
"basin",1,-0.00903391592809599
"blandford",1,-0.00903391592809599
"burwel",1,-0.00903391592809599
"cedar",1,-0.00903391592809599
"cheebican",1,-0.00903391592809599
"chekateyan",1,-0.00903391592809599
"decreas",1,-0.00903391592809599
"depi",1,-0.00903391592809599
"dorchest",1,-0.00903391592809599
"eightychain",1,-0.00903391592809599
"eightyeight",1,-0.00903391592809599
"exhibit",1,-0.00903391592809599
"fiftysix",1,-0.00903391592809599
"fortynin",1,-0.00903391592809599
"fortysix",1,-0.00903391592809599
"fortytwo",1,-0.00903391592809599
"givin",1,-0.00903391592809599
"gore",1,-0.00903391592809599
"greed",1,-0.00903391592809599
"hillock",1,-0.00903391592809599
"ironwood",1,-0.00903391592809599
"kettl",1,-0.00903391592809599
"mokeetchiwan",1,-0.00903391592809599
"mshikinaibik",1,-0.00903391592809599
"mukatwokijigo",1,-0.00903391592809599
"negig",1,-0.00903391592809599
"onehalf",1,-0.00903391592809599
"osawip",1,-0.00903391592809599
"peetawtick",1,-0.00903391592809599
"penessiwagum",1,-0.00903391592809599
"postmark",1,-0.00903391592809599
"punininc",1,-0.00903391592809599
"quaikeegon",1,-0.00903391592809599
"recompens",1,-0.00903391592809599
"residu",1,-0.00903391592809599
"saganash",1,-0.00903391592809599
"shaioukima",1,-0.00903391592809599
"share",1,-0.00903391592809599
"shashawinibisi",1,-0.00903391592809599
"shawanipiniss",1,-0.00903391592809599
"shawnes",1,-0.00903391592809599
"sombra",1,-0.00903391592809599
"thenceforth",1,-0.00903391592809599
"threw",1,-0.00903391592809599
"underwood",1,-0.00903391592809599
"wawanosh",1,-0.00903391592809599
"better",4,-0.00962749913190248
"account",5,-0.0101510907100038
"miner",3,-0.0101562688493406
"exceed",13,-0.0118533513054017
"buckquaquet",1,-0.0121860161949978
"cahgagewin",1,-0.0121860161949978
"cahgahkishins",1,-0.0121860161949978
"cahgogewin",1,-0.0121860161949978
"fiftyon",1,-0.0121860161949978
"pahtosh",1,-0.0121860161949978
"pinins",1,-0.0121860161949978
"pishikins",1,-0.0121860161949978
"snake",1,-0.0121860161949978
"witnessth",1,-0.0121860161949978
"wester",18,-0.0133361770913388
"pigeon",3,-0.0135235015272273
"fiftyf",5,-0.0138151737552521
"eightynin",2,-0.0149483779550407
"otherwis",26,-0.0155044369881749
"western",22,-0.0157398712892498
"next",12,-0.0157755323030549
"meki",2,-0.0159156128368181
"simco",6,-0.0161977978576824
"futur",10,-0.0170604589611684
"thursday",2,-0.0171154530690785
"measur",5,-0.0177461167868266
"forfeit",2,-0.018031764577763
"discov",3,-0.0186599840414848
"entranc",3,-0.0192489095257238
"yellow",3,-0.0198313496576597
"child",10,-0.0203424825552084
"day",44,-0.0207102711460864
"retroact",1,-0.0210754671853973
"wapang",1,-0.0210754671853973
"access",1,-0.0210754671853973
"burial",1,-0.0210754671853973
"burntwood",1,-0.0210754671853973
"constatag",1,-0.0210754671853973
"doghead",1,-0.0210754671853973
"donald",1,-0.0210754671853973
"familiesin",1,-0.0210754671853973
"familiesreserv",1,-0.0210754671853973
"familiessuch",1,-0.0210754671853973
"foreshor",1,-0.0210754671853973
"garrioch",1,-0.0210754671853973
"howard",1,-0.0210754671853973
"inasmuch",1,-0.0210754671853973
"jackhead",1,-0.0210754671853973
"kahnahwahkeeweenin",1,-0.0210754671853973
"lestock",1,-0.0210754671853973
"limitsal",1,-0.0210754671853973
"methodist",1,-0.0210754671853973
"nahkeequannayyash",1,-0.0210754671853973
"nahweekeesickquahyash",1,-0.0210754671853973
"norway",1,-0.0210754671853973
"parsonag",1,-0.0210754671853973
"peewahrooweenin",1,-0.0210754671853973
"pipeston",1,-0.0210754671853973
"pisequinip",1,-0.0210754671853973
"poplar",1,-0.0210754671853973
"proud",1,-0.0210754671853973
"reid",1,-0.0210754671853973
"rundl",1,-0.0210754671853973
"schoolhous",1,-0.0210754671853973
"split",1,-0.0210754671853973
"subscript",1,-0.0210754671853973
"swamp",1,-0.0210754671853973
"tapastanum",1,-0.0210754671853973
"tatnam",1,-0.0210754671853973
"thereofand",1,-0.0210754671853973
"thickfoot",1,-0.0210754671853973
"winnipegoosi",1,-0.0210754671853973
"flow",4,-0.0210825676195428
"sale",13,-0.0213204221002368
"gull",2,-0.0219140382611848
"mountain",6,-0.0224621542588843
"black",6,-0.0224676730616864
"person",26,-0.0227562522146474
"fourteenth",2,-0.022928748302687
"sault",4,-0.023027810508314
"michel",2,-0.0241027182943613
"perpetu",12,-0.0247832269886152
"decemb",5,-0.0248483206299072
"whitefish",2,-0.0257620047046261
"twentyon",5,-0.0266265153040805
"virtu",6,-0.0267931395230304
"set",37,-0.0269300635870942
"annuiti",12,-0.0278779926918759
"eighteen",4,-0.0280118987664319
"victoria",4,-0.0281418263002454
"conveni",10,-0.0281541617477641
"april",11,-0.0282895551468817
"diminish",5,-0.0307962501607455
"valley",3,-0.0310846253349611
"britannick",2,-0.0311382076220437
"whatsoev",18,-0.0312698147924934
"straight",11,-0.0324673749585699
"saturday",4,-0.0324770082446006
"hinder",3,-0.0325094015754737
"castl",2,-0.0333916124546599
"last",16,-0.0340911430967887
"pleas",6,-0.0343083258146479
"district",23,-0.0345145297656676
"beren",2,-0.0354644476821885
"fourth",9,-0.0360363741894966
"centr",4,-0.0371530288493421
"allan",1,-0.0371867274790536
"battl",1,-0.0371867274790536
"battleford",1,-0.0371867274790536
"befallen",1,-0.0371867274790536
"bore",1,-0.0371867274790536
"brookbank",1,-0.0371867274790536
"bush",1,-0.0371867274790536
"calam",1,-0.0371867274790536
"cart",1,-0.0371867274790536
"commonwealth",1,-0.0371867274790536
"dewdney",1,-0.0371867274790536
"elizabeth",1,-0.0371867274790536
"enumer",1,-0.0371867274790536
"famin",1,-0.0371867274790536
"grew",1,-0.0371867274790536
"handmil",1,-0.0371867274790536
"hook",1,-0.0371867274790536
"inlet",1,-0.0371867274790536
"iron",1,-0.0371867274790536
"item",1,-0.0371867274790536
"jaspar",1,-0.0371867274790536
"lothrop",1,-0.0371867274790536
"lucki",1,-0.0371867274790536
"macdonald",1,-0.0371867274790536
"malcolm",1,-0.0371867274790536
"malcom",1,-0.0371867274790536
"mccrimmon",1,-0.0371867274790536
"meridian",1,-0.0371867274790536
"minahequosi",1,-0.0371867274790536
"ostrand",1,-0.0371867274790536
"overtaken",1,-0.0371867274790536
"papaway",1,-0.0371867274790536
"pember",1,-0.0371867274790536
"pestil",1,-0.0371867274790536
"pine",1,-0.0371867274790536
"pitt",1,-0.0371867274790536
"reap",1,-0.0371867274790536
"southeastward",1,-0.0371867274790536
"tire",1,-0.0371867274790536
"waggon",1,-0.0371867274790536
"elbow",1,-0.0371867274790536
"length",3,-0.0374932500566104
"later",5,-0.0381067713278836
"plant",8,-0.0392373785171766
"crane",2,-0.0407324806178856
"whole",15,-0.0413205757716485
"carlton",2,-0.0420635912597045
"general",28,-0.042255793884707
"ratifi",6,-0.0423229053240536
"cumberland",2,-0.0425982148648652
"therewith",2,-0.0425982148648652
"discret",2,-0.0427150978312325
"larger",12,-0.0433989658190335
"ninth",8,-0.0435660722933411
"heard",9,-0.0439917820025963
"habit",5,-0.0442407574130291
"longitud",1,-0.0443870803134622
"ball",1,-0.0443870803134622
"boy",1,-0.0443870803134622
"brass",1,-0.0443870803134622
"briefli",1,-0.0443870803134622
"brockvill",1,-0.0443870803134622
"calcul",1,-0.0443870803134622
"calf",1,-0.0443870803134622
"calico",1,-0.0443870803134622
"cauahhachapew",1,-0.0443870803134622
"chacacha",1,-0.0443870803134622
"claw",1,-0.0443870803134622
"coat",1,-0.0443870803134622
"cote",1,-0.0443870803134622
"daystar",1,-0.0443870803134622
"enrol",1,-0.0443870803134622
"etoimaini",1,-0.0443870803134622
"etoimami",1,-0.0443870803134622
"ident",1,-0.0443870803134622
"invit",1,-0.0443870803134622
"kakeenawup",1,-0.0443870803134622
"kakiiwistahaw",1,-0.0443870803134622
"kakishiway",1,-0.0443870803134622
"kanacatoos",1,-0.0443870803134622
"kaneonuskatew",1,-0.0443870803134622
"kawey",1,-0.0443870803134622
"kiisicawahchuck",1,-0.0443870803134622
"kuskeetewmuscoomusqua",1,-0.0443870803134622
"leech",1,-0.0443870803134622
"loud",1,-0.0443870803134622
"meemay",1,-0.0443870803134622
"objection",1,-0.0443870803134622
"patienc",1,-0.0443870803134622
"pisqua",1,-0.0443870803134622
"provost",1,-0.0443870803134622
"puscoo",1,-0.0443870803134622
"robillard",1,-0.0443870803134622
"stroud",1,-0.0443870803134622
"supplementari",1,-0.0443870803134622
"tact",1,-0.0443870803134622
"telegraph",1,-0.0443870803134622
"touchwood",1,-0.0443870803134622
"trifl",1,-0.0443870803134622
"unsettl",1,-0.0443870803134622
"voic",1,-0.0443870803134622
"wahpiimoosetoosii",1,-0.0443870803134622
"wheresoev",1,-0.0443870803134622
"winnipegosi",1,-0.0443870803134622
"quappell",1,-0.0443870803134622
"compos",6,-0.0444287880235431
"liber",4,-0.0453240386754287
"alia",1,-0.0454640632147532
"ancient",1,-0.0454640632147532
"arexus",1,-0.0454640632147532
"attest",1,-0.0454640632147532
"britannica",1,-0.0454640632147532
"duodecimo",1,-0.0454640632147532
"georgii",1,-0.0454640632147532
"injuri",1,-0.0454640632147532
"loron",1,-0.0454640632147532
"magna",1,-0.0454640632147532
"massachusett",1,-0.0454640632147532
"meganumb",1,-0.0454640632147532
"naudgewaek",1,-0.0454640632147532
"possessor",1,-0.0454640632147532
"regi",1,-0.0454640632147532
"regni",1,-0.0454640632147532
"sanguaarum",1,-0.0454640632147532
"sec",1,-0.0454640632147532
"utrecht",1,-0.0454640632147532
"williard",1,-0.0454640632147532
"xavier",1,-0.0454640632147532
"elm",2,-0.0463095947321287
"desir",27,-0.0464790944486479
"lay",10,-0.0468344502403796
"schedul",4,-0.0469418108032911
"man",13,-0.0478739936111314
"larg",9,-0.0478939560424051
"seventysix",4,-0.0482664274386548
"accadi",1,-0.0486878922208349
"admir",1,-0.0486878922208349
"bread",1,-0.0486878922208349
"buri",1,-0.0486878922208349
"cherish",1,-0.0486878922208349
"chibenaccadi",1,-0.0486878922208349
"cope",1,-0.0486878922208349
"cornwal",1,-0.0486878922208349
"correspond",1,-0.0486878922208349
"defenc",1,-0.0486878922208349
"flour",1,-0.0486878922208349
"fowl",1,-0.0486878922208349
"hadley",1,-0.0486878922208349
"harmoni",1,-0.0486878922208349
"hatchet",1,-0.0486878922208349
"hopson",1,-0.0486878922208349
"interchang",1,-0.0486878922208349
"jean",1,-0.0486878922208349
"jeremiah",1,-0.0486878922208349
"mack",1,-0.0486878922208349
"merchand",1,-0.0486878922208349
"mick",1,-0.0486878922208349
"norridgwolk",1,-0.0486878922208349
"nov",1,-0.0486878922208349
"oblivion",1,-0.0486878922208349
"obstruct",1,-0.0486878922208349
"peregrin",1,-0.0486878922208349
"reiter",1,-0.0486878922208349
"salvag",1,-0.0486878922208349
"skin",1,-0.0486878922208349
"tobacco",1,-0.0486878922208349
"truckhous",1,-0.0486878922208349
"vice",1,-0.0486878922208349
"can",10,-0.0488040513836235
"boundari",25,-0.0488587932844898
"westward",8,-0.0489011244607244
"enemi",4,-0.0503704600716213
"diagram",2,-0.0504932403195872
"proportion",2,-0.0505423418210263
"chippewa",17,-0.0506111226924395
"acadi",2,-0.0509374654791763
"advantag",10,-0.0512250055964591
"compani",11,-0.0517242401154141
"site",6,-0.0518281411093276
"shore",25,-0.0520849129642194
"pay",19,-0.0525807672627977
"john",15,-0.0528888231163274
"june",12,-0.0534428649473089
"renew",2,-0.0535662874825529
"rawdon",4,-0.0547271565845964
"northeast",14,-0.0549810164612599
"gabriel",2,-0.055116541747818
"nevertheless",2,-0.05631323013917
"except",20,-0.0564516352094119
"sabl",4,-0.0568937528845264
"francoi",2,-0.0570796052018177
"mari",5,-0.0572809717175078
"walsh",2,-0.0572894916312624
"initi",2,-0.0573910966621637
"date",25,-0.0576985991385181
"grain",2,-0.058527692944685
"dauphin",1,-0.0590027506567349
"ear",1,-0.0590027506567349
"fairford",1,-0.0590027506567349
"fallen",1,-0.0590027506567349
"finger",1,-0.0590027506567349
"franoi",1,-0.0590027506567349
"giroux",1,-0.0590027506567349
"keweetahquunnayash",1,-0.0590027506567349
"lastment",1,-0.0590027506567349
"masahkeeyash",1,-0.0590027506567349
"neighbor",1,-0.0590027506567349
"northernmost",1,-0.0590027506567349
"ride",1,-0.0590027506567349
"sousonc",1,-0.0590027506567349
"sousons",1,-0.0590027506567349
"winnepegosi",1,-0.0590027506567349
"woodhous",1,-0.0590027506567349
"lodg",2,-0.0591696106189794
"becam",3,-0.0593916136562609
"seventyseven",4,-0.0595226753295528
"hudson",11,-0.059706799168249
"powder",2,-0.0600507146021255
"shot",2,-0.0600507146021255
"acadia",1,-0.060422228715556
"accadia",1,-0.060422228715556
"barter",1,-0.060422228715556
"comr",1,-0.060422228715556
"contriv",1,-0.060422228715556
"entic",1,-0.060422228715556
"forgo",1,-0.060422228715556
"govr",1,-0.060422228715556
"ill",1,-0.060422228715556
"indirect",1,-0.060422228715556
"insult",1,-0.060422228715556
"lahav",1,-0.060422228715556
"laurent",1,-0.060422228715556
"lunenbourg",1,-0.060422228715556
"lunenburg",1,-0.060422228715556
"paul",1,-0.060422228715556
"putt",1,-0.060422228715556
"sacr",1,-0.060422228715556
"sett",1,-0.060422228715556
"traffick",1,-0.060422228715556
"truck",1,-0.060422228715556
"endeavor",2,-0.0608798711522172
"done",10,-0.0610542900819509
"reduc",3,-0.061201928881092
"commod",2,-0.0612954804483351
"annapoli",2,-0.0623291653358675
"boston",2,-0.0623291653358675
"chamber",2,-0.0623291653358675
"penobscot",2,-0.0623291653358675
"deer",9,-0.0624985090658307
"sixth",8,-0.0628072646070574
"mckay",4,-0.0636255968352198
"waterhen",2,-0.0637728193262201
"reduct",2,-0.0638751757997788
"shipwreck",2,-0.0638781505000275
"tri",2,-0.0638781505000275
"ratif",3,-0.0640962095270322
"due",19,-0.0648868696277434
"fifteen",13,-0.0658272916671343
"shell",2,-0.0658328184359017
"octob",14,-0.0658810920764747
"alfr",1,-0.0662273833774046
"bestthat",1,-0.0662273833774046
"capac",1,-0.0662273833774046
"collect",1,-0.0662273833774046
"commut",1,-0.0662273833774046
"dawson",1,-0.0662273833774046
"denni",1,-0.0662273833774046
"fivewith",1,-0.0662273833774046
"fortyninth",1,-0.0662273833774046
"francisand",1,-0.0662273833774046
"necessarysuch",1,-0.0662273833774046
"nepigon",1,-0.0662273833774046
"nextand",1,-0.0662273833774046
"norbert",1,-0.0662273833774046
"ojibway",1,-0.0662273833774046
"paragraph",1,-0.0662273833774046
"pither",1,-0.0662273833774046
"pro",1,-0.0662273833774046
"raini",1,-0.0662273833774046
"rata",1,-0.0662273833774046
"ridg",1,-0.0662273833774046
"salteaux",1,-0.0662273833774046
"shed",1,-0.0662273833774046
"simpsonand",1,-0.0662273833774046
"sinuos",1,-0.0662273833774046
"sirw",1,-0.0662273833774046
"stoughton",1,-0.0662273833774046
"subsidi",1,-0.0662273833774046
"summit",1,-0.0662273833774046
"watersh",1,-0.0662273833774046
"wholli",1,-0.0662273833774046
"chatelain",1,-0.0662273833774046
"nichola",1,-0.0662273833774046
"ojibbeway",1,-0.0662273833774046
"provench",1,-0.0662273833774046
"edgar",2,-0.0663889231452848
"men",20,-0.0666430229026958
"fisher",2,-0.0667145301874699
"deleg",2,-0.0667254275976388
"saulteaux",4,-0.0669051687060052
"richard",2,-0.0673818331029268
"expedi",4,-0.0674159960974796
"thirtythre",6,-0.067941434597022
"prevent",6,-0.0692031082725515
"advanc",4,-0.0696095722794568
"southwestward",2,-0.0706054411846767
"abus",1,-0.0708067334451032
"accus",1,-0.0708067334451032
"acquisit",1,-0.0708067334451032
"aggriev",1,-0.0708067334451032
"anticosti",1,-0.0708067334451032
"antiocosti",1,-0.0708067334451032
"approb",1,-0.0708067334451032
"attamaha",1,-0.0708067334451032
"braveri",1,-0.0708067334451032
"breton",1,-0.0708067334451032
"chaleur",1,-0.0708067334451032
"champlain",1,-0.0708067334451032
"chatahouche",1,-0.0708067334451032
"coloni",1,-0.0708067334451032
"commissari",1,-0.0708067334451032
"crimin",1,-0.0708067334451032
"des",1,-0.0708067334451032
"disband",1,-0.0708067334451032
"discont",1,-0.0708067334451032
"displeasur",1,-0.0708067334451032
"dominico",1,-0.0708067334451032
"enjoin",1,-0.0708067334451032
"feloni",1,-0.0708067334451032
"flint",1,-0.0708067334451032
"forbid",1,-0.0708067334451032
"forthwith",1,-0.0708067334451032
"fraud",1,-0.0708067334451032
"georgia",1,-0.0708067334451032
"grenada",1,-0.0708067334451032
"grenadin",1,-0.0708067334451032
"gulph",1,-0.0708067334451032
"impow",1,-0.0708067334451032
"inadvert",1,-0.0708067334451032
"insert",1,-0.0708067334451032
"irregular",1,-0.0708067334451032
"jamess",1,-0.0708067334451032
"labrador",1,-0.0708067334451032
"leagu",1,-0.0708067334451032
"licenc",1,-0.0708067334451032
"louisbourg",1,-0.0708067334451032
"love",1,-0.0708067334451032
"madelain",1,-0.0708067334451032
"manufactur",1,-0.0708067334451032
"mauripa",1,-0.0708067334451032
"mexico",1,-0.0708067334451032
"mispris",1,-0.0708067334451032
"mississippi",1,-0.0708067334451032
"neglect",1,-0.0708067334451032
"newfoundland",1,-0.0708067334451032
"nigh",1,-0.0708067334451032
"noncommiss",1,-0.0708067334451032
"ordain",1,-0.0708067334451032
"ordin",1,-0.0708067334451032
"pari",1,-0.0708067334451032
"pentchartain",1,-0.0708067334451032
"pissin",1,-0.0708067334451032
"prescrib",1,-0.0708067334451032
"proclam",1,-0.0708067334451032
"publick",1,-0.0708067334451032
"quitrent",1,-0.0708067334451032
"rank",1,-0.0708067334451032
"refug",1,-0.0708067334451032
"rosier",1,-0.0708067334451032
"seat",1,-0.0708067334451032
"sentenc",1,-0.0708067334451032
"sovereignti",1,-0.0708067334451032
"speed",1,-0.0708067334451032
"speedi",1,-0.0708067334451032
"subaltern",1,-0.0708067334451032
"tenement",1,-0.0708067334451032
"termin",1,-0.0708067334451032
"tobago",1,-0.0708067334451032
"treason",1,-0.0708067334451032
"trial",1,-0.0708067334451032
"vincent",1,-0.0708067334451032
"wil",1,-0.0708067334451032
"apalachicola",1,-0.0708067334451032
"atlantick",1,-0.0708067334451032
"contin",1,-0.0708067334451032
"florida",1,-0.0708067334451032
"presum",1,-0.0708067334451032
"proprietari",1,-0.0708067334451032
"judicatur",2,-0.0708291096995009
"resort",2,-0.0708291096995009
"baptist",2,-0.0711651824247178
"fifth",5,-0.0713437227917982
"forward",3,-0.0715465167565022
"governor",18,-0.0716011661825636
"injur",2,-0.0718346385466589
"jurisdict",2,-0.0718346385466589
"outrag",2,-0.0718346385466589
"quarrel",2,-0.0718346385466589
"redress",2,-0.0718346385466589
"reveng",2,-0.0718346385466589
"robberi",2,-0.0718346385466589
"traffic",2,-0.0718346385466589
"individu",10,-0.071872264329291
"committe",9,-0.0724141649050826
"loss",5,-0.0725012337072983
"quint",3,-0.0726918890132731
"morri",4,-0.0727459104606342
"eightytwo",3,-0.0733876515446975
"soldier",3,-0.0734966332598522
"leas",8,-0.073724776666013
"exchang",2,-0.0737993486466864
"comprehend",2,-0.0742828303629961
"martin",2,-0.0743115010326425
"pelli",2,-0.0743794760039788
"suit",11,-0.074403653992699
"ellic",2,-0.0745034220174573
"confin",5,-0.075274154177548
"halifax",2,-0.0752950525514136
"nine",10,-0.0754552995005584
"neither",2,-0.0756823794417467
"forc",16,-0.0760734899778218
"cypress",2,-0.0761096171643279
"fulfil",7,-0.0762197780629
"publish",2,-0.0763310437752917
"contrari",2,-0.0764198885292281
"england",4,-0.0770628296380119
"understood",10,-0.0770682825969571
"embrac",3,-0.0775784841020126
"viz",2,-0.0787367039525817
"vizt",2,-0.0788815921126422
"seventytwo",2,-0.0790670513234835
"throughout",11,-0.0793068544048887
"realm",2,-0.0795553445798173
"soever",3,-0.0797958315222509
"subordin",3,-0.0797958315222509
"advic",3,-0.0799861200195969
"fee",2,-0.0810876348734472
"commerc",3,-0.0812250118118558
"connect",9,-0.0812486621854507
"notic",4,-0.0819461448042341
"piegan",1,-0.0822297458439327
"averag",1,-0.0822297458439327
"blackfeet",1,-0.0822297458439327
"breed",1,-0.0822297458439327
"cargo",1,-0.0822297458439327
"cmg",1,-0.0822297458439327
"coal",1,-0.0822297458439327
"crow",1,-0.0822297458439327
"farquharson",1,-0.0822297458439327
"ferri",1,-0.0822297458439327
"ford",1,-0.0822297458439327
"fuel",1,-0.0822297458439327
"jerri",1,-0.0822297458439327
"macleod",1,-0.0822297458439327
"morleyvill",1,-0.0822297458439327
"peigan",1,-0.0822297458439327
"porcupin",1,-0.0822297458439327
"pott",1,-0.0822297458439327
"rifl",1,-0.0822297458439327
"sarce",1,-0.0822297458439327
"seam",1,-0.0822297458439327
"unnecessari",1,-0.0822297458439327
"winchest",1,-0.0822297458439327
"hill",2,-0.0823971178063602
"southeast",10,-0.0824133530531562
"hostag",2,-0.082830352936134
"lieutenantgovernor",4,-0.0838956240473559
"blackfoot",2,-0.0841964135096092
"ampl",3,-0.0849185430215152
"restitut",3,-0.0849185430215152
"nelson",2,-0.0854825047401106
"sixteenth",3,-0.0855480943942311
"month",11,-0.0856028505762088
"nontreati",2,-0.0857682674260241
"twentieth",2,-0.0857682674260241
"bow",3,-0.0857940017005936
"thirtyfirst",2,-0.0859563124427936
"minor",2,-0.0862716584878087
"second",15,-0.08669315089761
"sir",9,-0.0869021443396159
"clark",3,-0.0870967920658132
"talbot",3,-0.0870967920658132
"lawrenc",2,-0.0873987614749007
"carpent",4,-0.0874837845758994
"nova",4,-0.0875467943795041
"scotia",4,-0.0875467943795041
"without",15,-0.0876330530893433
"canada",29,-0.0881730964428118
"swampi",3,-0.0882757423962213
"simon",2,-0.0885010732598922
"stoni",3,-0.0885143046350856
"help",4,-0.088603997165598
"chest",4,-0.0887836594610686
"southward",3,-0.0888657664034964
"regiment",3,-0.0889381567001112
"excit",2,-0.0894848488894385
"ont",2,-0.0894848488894385
"inclin",2,-0.0898007193886062
"court",4,-0.0907907667611225
"dissatisfact",2,-0.0908864872771094
"employ",2,-0.0908864872771094
"moder",2,-0.0908864872771094
"happen",5,-0.0910674149777759
"round",3,-0.0913335303548808
"reward",3,-0.0914070893811559
"accept",15,-0.0916111969928781
"brave",1,-0.0917240947423959
"buggi",1,-0.0917240947423959
"distinguish",1,-0.0917240947423959
"drunken",1,-0.0917240947423959
"femal",1,-0.0917240947423959
"inventori",1,-0.0917240947423959
"kakekapenai",1,-0.0917240947423959
"kewetayash",1,-0.0917240947423959
"male",1,-0.0917240947423959
"miskookenew",1,-0.0917240947423959
"nanawananaw",1,-0.0917240947423959
"nashakepenai",1,-0.0917240947423959
"oozawekwun",1,-0.0917240947423959
"parish",1,-0.0917240947423959
"quill",1,-0.0917240947423959
"quilland",1,-0.0917240947423959
"roseau",1,-0.0917240947423959
"sheet",1,-0.0917240947423959
"socal",1,-0.0917240947423959
"suppos",1,-0.0917240947423959
"tail",1,-0.0917240947423959
"unsatisfactori",1,-0.0917240947423959
"wakowush",1,-0.0917240947423959
"whippoorwil",1,-0.0917240947423959
"well",22,-0.0919149877194952
"christi",4,-0.0922857673016674
"bottom",3,-0.0925786904745912
"crosscut",4,-0.0927677783409638
"pitsaw",4,-0.0927677783409638
"twentyeighth",6,-0.093468107607421
"intercours",3,-0.0935151999083007
"submiss",4,-0.0935913585913615
"prevail",4,-0.0940945810338269
"agreement",20,-0.0942916110865247
"blood",2,-0.0947037490537626
"feather",3,-0.0951718859356348
"part",38,-0.095542309722759
"adjoin",2,-0.0955609254981273
"sixtytwo",2,-0.0955609254981273
"void",2,-0.0956877916976401
"hand",34,-0.0956966271772308
"christian",5,-0.0957505263013808
"back",6,-0.0957569434428767
"princ",2,-0.0966633389548436
"endeavour",3,-0.0970001253590898
"promis",28,-0.0970929219515476
"equal",3,-0.0977072251531879
"associ",2,-0.0985810328035907
"dimens",2,-0.0985810328035907
"earlier",2,-0.0985810328035907
"store",2,-0.0985810328035907
"holland",3,-0.0987503123035673
"refus",3,-0.0988615818469164
"troop",2,-0.0988982894706309
"death",2,-0.0989402230342444
"absolut",1,-0.0990459065130882
"affirm",1,-0.0990459065130882
"alarm",1,-0.0990459065130882
"allianc",1,-0.0990459065130882
"annoy",1,-0.0990459065130882
"arighwadaga",1,-0.0990459065130882
"ataweetsera",1,-0.0990459065130882
"aug",1,-0.0990459065130882
"avoin",1,-0.0990459065130882
"awe",1,-0.0990459065130882
"bestow",1,-0.0990459065130882
"blockad",1,-0.0990459065130882
"bodi",1,-0.0990459065130882
"boquet",1,-0.0990459065130882
"bradstreet",1,-0.0990459065130882
"breach",1,-0.0990459065130882
"britan",1,-0.0990459065130882
"brittan",1,-0.0990459065130882
"campaign",1,-0.0990459065130882
"carriag",1,-0.0990459065130882
"carrier",1,-0.0990459065130882
"centuri",1,-0.0990459065130882
"cheaper",1,-0.0990459065130882
"chenussio",1,-0.0990459065130882
"coll",1,-0.0990459065130882
"compli",1,-0.0990459065130882
"conceal",1,-0.0990459065130882
"congress",1,-0.0990459065130882
"conquer",1,-0.0990459065130882
"convoy",1,-0.0990459065130882
"daili",1,-0.0990459065130882
"delawar",1,-0.0990459065130882
"demonstr",1,-0.0990459065130882
"deni",1,-0.0990459065130882
"deserterth",1,-0.0990459065130882
"destruct",1,-0.0990459065130882
"doubtless",1,-0.0990459065130882
"engin",1,-0.0990459065130882
"enlarg",1,-0.0990459065130882
"enterpris",1,-0.0990459065130882
"error",1,-0.0990459065130882
"ettc",1,-0.0990459065130882
"europ",1,-0.0990459065130882
"expos",1,-0.0990459065130882
"eyr",1,-0.0990459065130882
"fals",1,-0.0990459065130882
"fidel",1,-0.0990459065130882
"fight",1,-0.0990459065130882
"foll",1,-0.0990459065130882
"forgiven",1,-0.0990459065130882
"fugit",1,-0.0990459065130882
"generos",1,-0.0990459065130882
"genese",1,-0.0990459065130882
"gladwin",1,-0.0990459065130882
"goe",1,-0.0990459065130882
"grass",1,-0.0990459065130882
"grievanc",1,-0.0990459065130882
"hard",1,-0.0990459065130882
"hazard",1,-0.0990459065130882
"himthi",1,-0.0990459065130882
"humbl",1,-0.0990459065130882
"impolit",1,-0.0990459065130882
"infer",1,-0.0990459065130882
"inviol",1,-0.0990459065130882
"itmi",1,-0.0990459065130882
"jealous",1,-0.0990459065130882
"jealousi",1,-0.0990459065130882
