"Feature","Gain","Cover","Frequency"
"author",3.80143331357144e-05,0.00145903479236813,0.00279329608938547
"among",3.77975561255425e-05,0.0115600448933782,0.00837988826815642
"aforesaid",3.61309841438539e-05,0.00808080808080808,0.0223463687150838
"abovenam",3.36283455882183e-05,0.000448933782267116,0.00279329608938547
"apart",3.31403466395474e-05,0.0236812570145903,0.0139664804469274
"land",2.65642781841415e-05,0.00101010101010101,0.00279329608938547
"first",2.23050307256441e-05,0.00347923681257015,0.00558659217877095
"river",1.76617347377817e-05,0.0251402918069585,0.0139664804469274
"boundari",1.59454032822618e-05,0.000673400673400673,0.00279329608938547
"bay",1.57432898133335e-05,0.00695847362514029,0.0167597765363128
"absenc",1.54766620542426e-05,0.0929292929292929,0.0502793296089385
"parcel",1.53905830325192e-05,0.00931537598204265,0.00837988826815642
"mckee",1.5064020611573e-05,0.00516273849607183,0.00279329608938547
"acadia",1.31600368357829e-05,0.000448933782267116,0.00279329608938547
"acquit",9.9675762231527e-06,0.00134680134680135,0.00837988826815642
"august",7.97800353317461e-06,0.000673400673400673,0.00279329608938547
"begin",7.45712703339235e-06,0.000785634118967452,0.00279329608938547
"accord",6.33883921147943e-06,0.00134680134680135,0.0111731843575419
"accur",6.11947012110295e-06,0.0021324354657688,0.0111731843575419
"applic",5.28931989250657e-06,0.00112233445566779,0.00279329608938547
"extrem",4.42209544301131e-06,0.00336700336700337,0.00558659217877095
"unto",3.99489926164814e-06,0.0134680134680135,0.00837988826815642
"absolv",3.44384146361337e-06,0.00359147025813692,0.0251396648044693
"upon",2.3690260478145e-06,0.0130190796857464,0.00837988826815642
"island",2.30567220795025e-06,0.00190796857463524,0.00279329608938547
"majesti",1.84973330308446e-06,0.00202020202020202,0.00279329608938547
"extend",1.67746265395883e-06,0.00235690235690236,0.00837988826815642
"known",1.36158892608103e-06,0.00875420875420875,0.0139664804469274
"negoti",1.16151914274131e-06,0.00202020202020202,0.00279329608938547
"arrow",9.61831408477396e-07,0.0452300785634119,0.0251396648044693
"tract",7.93246983133274e-07,0.0111111111111111,0.00837988826815642
"protect",7.40740575620097e-07,0.00662177328843996,0.00558659217877095
"act",6.2477880124308e-07,0.00314253647586981,0.00279329608938547
"forest",4.93340732227119e-07,0.0132435465768799,0.0111731843575419
"subject",3.77049863206889e-07,0.00269360269360269,0.00279329608938547
"appli",3.55860235878108e-07,0.00325476992143659,0.00279329608938547
"english",3.02880297509761e-07,0.00606060606060606,0.00558659217877095
"next",2.81641849583864e-07,0.00202020202020202,0.00279329608938547
"abil",2.41834005953359e-07,0.00112233445566779,0.00279329608938547
"call",2.18736117486531e-07,0.00168350168350168,0.00558659217877095
"present",1.67305478651616e-07,0.00808080808080808,0.00558659217877095
"agreement",1.49783576190531e-07,0.00101010101010101,0.00279329608938547
"twentyfirst",1.31065693115187e-07,0.00269360269360269,0.00279329608938547
"ten",1.2808900085687e-07,0.0015712682379349,0.00558659217877095
"thereof",1.16163298857065e-07,0.00134680134680135,0.00279329608938547
"chief",1.03768530544418e-07,0.000785634118967452,0.00279329608938547
"allow",9.25518640075424e-08,0.00280583613916947,0.00279329608938547
"lie",6.9852554791189e-08,0.00493827160493827,0.00279329608938547
"council",6.43945536175728e-08,0.00190796857463524,0.00558659217877095
"creek",5.64274951579435e-08,0.00808080808080808,0.00558659217877095
"year",4.32257530687102e-08,0.00347923681257015,0.00279329608938547
"honour",3.73104618460989e-08,0.014702581369248,0.00837988826815642
"enter",3.63244774909922e-08,0.00224466891133558,0.00558659217877095
"belong",3.49352659041341e-08,0.00190796857463524,0.00558659217877095
"propos",3.26269140820129e-08,0.0105499438832772,0.00558659217877095
"easter",3.11638592751002e-08,0.00359147025813692,0.00279329608938547
"due",3.06892897937646e-08,0.00246913580246914,0.00279329608938547
"king",2.34692980835563e-08,0.00538720538720539,0.00558659217877095
"accept",2.20621921563288e-08,0.000897867564534231,0.00558659217877095
"assist",2.15567325893079e-08,0.0058361391694725,0.00558659217877095
"other",1.99226868447217e-08,0.00314253647586981,0.00279329608938547
"assembl",1.96398317350912e-08,0.000673400673400673,0.00279329608938547
"herebi",1.49264596397816e-08,0.00280583613916947,0.00279329608938547
"commission",1.39884755738105e-08,0.00493827160493827,0.00279329608938547
"twenti",1.38813976082547e-08,0.00505050505050505,0.00279329608938547
"religion",1.35399531315211e-08,0.00516273849607183,0.00279329608938547
"name",1.15644021944925e-08,0.00134680134680135,0.00279329608938547
"charl",1.08354390608624e-08,0.00493827160493827,0.00279329608938547
"stream",1.0284770835484e-08,0.00471380471380471,0.00279329608938547
"wood",7.76932031452374e-09,0.00471380471380471,0.00279329608938547
"inspector",7.76347610460235e-09,0.00493827160493827,0.00279329608938547
"thenc",7.08968934015055e-09,0.00482603815937149,0.00279329608938547
"narrow",6.07844918794656e-09,0.00493827160493827,0.00279329608938547
"owen",5.89197251498726e-09,0.00527497194163861,0.00279329608938547
